Nama,Gender,Tinggal_Dengan,Status_Kerja,Biaya,Tgl_Daftar_Kuliah,Alamat,UKM,Organisasi_Kampus,Lama_Kuliah,Fakultas,Jenis_Kelulusan
Rebecca Griffiths,Pria,Kos,True,Mandiri,2008,Karawang,Keilmuan,False,5.0,DKV,Telat
Rebecca Hopkins,Pria,Orang Tua,True,Orang Tua,2007,Serang,Olahraga,True,6.0,FT,Telat
Rebecca Lewis,Wanita,Sendiri,True,Mandiri,2007,Tangerang,Seni,False,4.0,FISIP,Tepat Waktu
Rebecca Maxwell,Pria,Kos,True,Mandiri,2007,Tangerang,Tidak,False,7.0,FT,Telat
Rebecca Mills,Wanita,Sendiri,True,Mandiri,2007,Tangerang,Kewirausahaan,True,5.0,FTI,Telat
Rebecca Oliver,Pria,Orang Tua,False,Beasiswa,2008,Bogor,Tidak,False,4.5,DKV,Telat
Rebecca Paterson,Wanita,Kos,True,Beasiswa,2008,Tangerang,Olahraga,True,6.0,FISIP,Telat
Rebecca Rowlands,Wanita,Kos,False,Orang Tua,2007,Serang,Kewirausahaan,True,7.0,FTI,Telat
Rebecca Sawyer,Pria,Sendiri,False,Mandiri,2007,Bekasi,Tidak,False,4.0,FISIP,Tepat Waktu
Rebecca Uttley,Wanita,Orang Tua,False,Mandiri,2007,Karawang,Seni,False,6.5,FT,Telat
Regina Adler,Pria,Orang Tua,True,Mandiri,2007,Bekasi,Olahraga,False,5.5,FISIP,Telat
Regina Bingham,Wanita,Sendiri,False,Orang Tua,2007,Karawang,Seni,True,4.5,FT,Telat
Regina Camden,Wanita,Kos,False,Beasiswa,2008,Bogor,Tidak,True,3.5,FISIP,Cepat
Regina Mills,Pria,Orang Tua,True,Orang Tua,2009,Karawang,Kewirausahaan,False,3.5,DKV,Cepat
Regina Mooney,Pria,Orang Tua,True,Orang Tua,2009,Bogor,Olahraga,True,6.0,FIKOM,Telat
Regina Palmer,Pria,Sendiri,True,Orang Tua,2009,Karawang,Seni,True,4.5,FT,Telat
Regina Potter,Wanita,Orang Tua,True,Orang Tua,2007,Jakarta,Olahraga,False,4.0,DKV,Tepat Waktu
Regina Pratt,Pria,Orang Tua,True,Orang Tua,2007,Bogor,Olahraga,False,6.0,FISIP,Telat
Regina Preston,Wanita,Sendiri,False,Mandiri,2008,Serang,Keilmuan,True,3.5,FT,Cepat
Regina Redden,Pria,Kos,True,Mandiri,2009,Tangerang,Tidak,False,4.0,FT,Tepat Waktu
Regina Vallins,Pria,Sendiri,True,Mandiri,2008,Serang,Tidak,False,5.5,FT,Telat
Regina Wright,Pria,Orang Tua,False,Beasiswa,2007,Bogor,Tidak,True,3.5,FTI,Cepat
Remy Campbell,Wanita,Sendiri,True,Orang Tua,2007,Bekasi,Keilmuan,False,7.0,FISIP,Telat
Remy Carpenter,Pria,Sendiri,True,Beasiswa,2009,Bekasi,Olahraga,True,3.5,FTI,Cepat
Remy Cox,Wanita,Orang Tua,False,Orang Tua,2009,Tangerang,Olahraga,False,4.5,FT,Telat
Remy Daniells,Pria,Orang Tua,True,Orang Tua,2008,Tangerang,Keilmuan,False,7.0,FT,Telat
Remy Egerton,Pria,Kos,True,Mandiri,2009,Bekasi,Keilmuan,True,5.0,FTI,Telat
Remy Fisher,Pria,Kos,True,Beasiswa,2009,Serang,Olahraga,False,7.0,FISIP,Telat
Remy Hunt,Pria,Sendiri,False,Orang Tua,2009,Bogor,Olahraga,True,4.5,DKV,Telat
Remy Johnson,Wanita,Kos,False,Beasiswa,2009,Karawang,Seni,True,3.5,FTI,Cepat
Remy Morrow,Pria,Kos,False,Beasiswa,2009,Serang,Seni,True,5.5,FT,Telat
Remy Ross,Pria,Orang Tua,True,Beasiswa,2008,Bogor,Tidak,False,3.5,FIKOM,Cepat
Remy Rowan,Wanita,Orang Tua,False,Mandiri,2009,Jakarta,Seni,True,5.5,FIKOM,Telat
Remy Simmons,Pria,Orang Tua,True,Mandiri,2008,Serang,Kewirausahaan,False,5.0,FIKOM,Telat
Renee Alexander,Pria,Sendiri,True,Mandiri,2007,Bekasi,Kewirausahaan,False,5.5,FT,Telat
Renee Brennan,Wanita,Kos,True,Mandiri,2008,Tangerang,Keilmuan,False,6.0,FISIP,Telat
Renee Cooper,Wanita,Kos,False,Orang Tua,2007,Bogor,Kewirausahaan,True,5.0,FT,Telat
Renee Curtis,Pria,Orang Tua,False,Mandiri,2008,Bogor,Keilmuan,True,7.0,FIKOM,Telat
Renee Edwards,Wanita,Orang Tua,True,Mandiri,2007,Serang,Tidak,True,4.5,FISIP,Telat
Renee Mitchell,Pria,Orang Tua,False,Mandiri,2007,Jakarta,Kewirausahaan,True,6.5,FT,Telat
Renee Parsons,Pria,Orang Tua,False,Orang Tua,2007,Karawang,Seni,True,5.5,FISIP,Telat
Renee Patel,Pria,Sendiri,False,Beasiswa,2008,Jakarta,Olahraga,False,4.5,DKV,Telat
Renee Richards,Wanita,Orang Tua,True,Orang Tua,2007,Serang,Kewirausahaan,False,4.0,DKV,Tepat Waktu
Renee Sherwood,Wanita,Orang Tua,True,Orang Tua,2008,Tangerang,Keilmuan,False,5.0,FIKOM,Telat
Renee Ventura,Pria,Sendiri,False,Orang Tua,2007,Tangerang,Tidak,False,6.0,DKV,Telat
Renee Walsh,Wanita,Orang Tua,True,Orang Tua,2008,Bogor,Tidak,True,6.5,FIKOM,Telat
Renee Wilson,Wanita,Sendiri,False,Orang Tua,2009,Jakarta,Seni,False,4.0,FISIP,Tepat Waktu
Renee Wren,Pria,Orang Tua,False,Mandiri,2008,Tangerang,Keilmuan,False,4.5,DKV,Telat
Rhea Bentley,Pria,Kos,False,Orang Tua,2008,Bogor,Keilmuan,True,5.5,DKV,Telat
Rhea Lloyd,Pria,Sendiri,False,Orang Tua,2009,Tangerang,Olahraga,False,7.0,FISIP,Telat
Rhea May,Pria,Kos,False,Beasiswa,2007,Tangerang,Olahraga,True,6.5,FIKOM,Telat
Rhea Mcleod,Wanita,Orang Tua,True,Mandiri,2008,Karawang,Kewirausahaan,False,4.5,FT,Telat
Rhea Pearson,Pria,Orang Tua,True,Orang Tua,2007,Bekasi,Kewirausahaan,False,6.5,FTI,Telat
Rhea Shields,Pria,Orang Tua,True,Mandiri,2008,Serang,Seni,True,4.0,FT,Tepat Waktu
Rhea Smith,Pria,Kos,True,Beasiswa,2008,Bogor,Tidak,True,6.5,FISIP,Telat
Rhea Steer,Wanita,Sendiri,False,Mandiri,2007,Tangerang,Seni,True,6.5,FT,Telat
Rick Allen,Wanita,Sendiri,True,Orang Tua,2007,Jakarta,Tidak,True,5.5,FT,Telat
Rick Andrews,Pria,Kos,True,Beasiswa,2007,Bekasi,Olahraga,False,5.0,FISIP,Telat
Rick Appleton,Wanita,Orang Tua,False,Beasiswa,2008,Jakarta,Seni,True,6.5,DKV,Telat
Rick Atkinson,Pria,Sendiri,False,Mandiri,2008,Serang,Kewirausahaan,True,3.5,FTI,Cepat
Rick Bell,Pria,Sendiri,False,Mandiri,2007,Bekasi,Olahraga,False,3.5,FTI,Cepat
Rick Brett,Wanita,Orang Tua,False,Mandiri,2007,Bekasi,Keilmuan,False,5.5,DKV,Telat
Rick Bryson,Wanita,Sendiri,False,Beasiswa,2007,Bekasi,Seni,True,7.0,FISIP,Telat
Rick Buckley,Pria,Sendiri,False,Beasiswa,2008,Bogor,Tidak,False,7.0,FISIP,Telat
Rick Butler,Wanita,Orang Tua,True,Beasiswa,2009,Karawang,Olahraga,True,7.0,FIKOM,Telat
Rick Chappell,Wanita,Sendiri,True,Beasiswa,2007,Bekasi,Kewirausahaan,True,5.0,FTI,Telat
Rick Clifford,Wanita,Sendiri,True,Mandiri,2009,Bekasi,Seni,False,6.5,FT,Telat
Rick Dale,Pria,Sendiri,False,Beasiswa,2008,Bogor,Kewirausahaan,True,4.0,FTI,Tepat Waktu
Rick Donnelly,Wanita,Kos,False,Orang Tua,2008,Tangerang,Olahraga,True,6.5,DKV,Telat
Rick Driscoll,Pria,Sendiri,False,Orang Tua,2009,Tangerang,Olahraga,True,7.0,FISIP,Telat
Rick Duvall,Wanita,Sendiri,True,Beasiswa,2009,Serang,Kewirausahaan,False,4.5,DKV,Telat
Rick Dyson,Wanita,Sendiri,True,Mandiri,2007,Bogor,Tidak,True,6.0,FT,Telat
Rick Ellery,Pria,Sendiri,True,Mandiri,2007,Jakarta,Tidak,True,5.5,DKV,Telat
Rick Furnell,Pria,Orang Tua,False,Mandiri,2009,Bogor,Seni,False,3.5,FIKOM,Cepat
Rick Gray,Wanita,Orang Tua,False,Mandiri,2007,Jakarta,Kewirausahaan,False,6.5,DKV,Telat
Rick Harper,Wanita,Orang Tua,True,Mandiri,2008,Serang,Seni,True,4.0,FTI,Tepat Waktu
Rick Henderson,Wanita,Orang Tua,True,Orang Tua,2009,Bogor,Seni,True,4.5,FT,Telat
Rick Higgs,Wanita,Sendiri,False,Mandiri,2007,Bogor,Olahraga,False,3.5,FT,Cepat
Rick Hobbs,Pria,Kos,False,Orang Tua,2007,Serang,Olahraga,False,5.5,DKV,Telat
Rick Hudson,Wanita,Orang Tua,True,Orang Tua,2008,Jakarta,Seni,True,4.5,FTI,Telat
Rick Huggins,Pria,Sendiri,False,Orang Tua,2008,Bogor,Seni,True,7.0,FTI,Telat
Rick Hunter,Wanita,Orang Tua,True,Beasiswa,2008,Jakarta,Seni,True,4.0,FIKOM,Tepat Waktu
Rick Isaac,Wanita,Sendiri,False,Orang Tua,2008,Jakarta,Olahraga,False,5.5,DKV,Telat
Rick James,Pria,Orang Tua,True,Beasiswa,2009,Bekasi,Olahraga,False,7.0,FIKOM,Telat
Rick Jones,Pria,Orang Tua,True,Orang Tua,2007,Bekasi,Keilmuan,False,4.0,FISIP,Tepat Waktu
Rick Kelly,Wanita,Orang Tua,True,Beasiswa,2008,Tangerang,Tidak,False,5.0,FIKOM,Telat
Rick Khan,Pria,Orang Tua,False,Mandiri,2007,Karawang,Olahraga,True,4.5,FISIP,Telat
Rick King,Wanita,Orang Tua,True,Orang Tua,2007,Bekasi,Keilmuan,True,5.0,FTI,Telat
Rick Lee,Pria,Orang Tua,False,Beasiswa,2008,Bekasi,Tidak,False,3.5,FISIP,Cepat
Rick London,Pria,Kos,True,Mandiri,2007,Bekasi,Olahraga,True,4.0,FTI,Tepat Waktu
Rick Lynn,Pria,Sendiri,False,Orang Tua,2008,Tangerang,Kewirausahaan,False,5.0,FIKOM,Telat
Rick Martin,Pria,Kos,False,Orang Tua,2009,Tangerang,Seni,True,6.0,DKV,Telat
Rick Mccall,Pria,Sendiri,False,Orang Tua,2008,Tangerang,Kewirausahaan,True,4.0,FIKOM,Tepat Waktu
Rick Mcgee,Pria,Sendiri,True,Mandiri,2008,Tangerang,Tidak,False,3.5,FT,Cepat
Rick Morgan,Wanita,Kos,True,Mandiri,2007,Karawang,Tidak,True,3.5,FTI,Cepat
Rick Moss,Wanita,Orang Tua,True,Mandiri,2009,Jakarta,Kewirausahaan,True,5.5,FISIP,Telat
Rick Nielson,Pria,Orang Tua,False,Beasiswa,2007,Karawang,Seni,False,6.5,FTI,Telat
Rick Noon,Pria,Orang Tua,False,Mandiri,2008,Jakarta,Tidak,True,4.5,DKV,Telat
Rick Palmer,Wanita,Sendiri,False,Beasiswa,2009,Tangerang,Seni,False,7.0,FISIP,Telat
Rick Pearson,Wanita,Sendiri,False,Beasiswa,2007,Jakarta,Kewirausahaan,True,4.5,FISIP,Telat
Rick Price,Wanita,Kos,True,Orang Tua,2009,Bogor,Tidak,True,6.0,DKV,Telat
Rick Rogan,Pria,Orang Tua,True,Orang Tua,2009,Jakarta,Kewirausahaan,False,6.5,FIKOM,Telat
Rick Rowe,Pria,Orang Tua,True,Orang Tua,2008,Serang,Olahraga,False,3.5,FIKOM,Cepat
Rick Seymour,Wanita,Kos,False,Orang Tua,2009,Bekasi,Olahraga,True,5.0,DKV,Telat
Rick Stanley,Pria,Sendiri,True,Beasiswa,2008,Bogor,Tidak,True,5.5,FTI,Telat
Rick Thomas,Wanita,Sendiri,False,Beasiswa,2009,Bogor,Olahraga,True,6.5,DKV,Telat
Rick Tutton,Wanita,Sendiri,True,Beasiswa,2009,Bogor,Keilmuan,True,5.5,FISIP,Telat
Rick Tyrrell,Wanita,Sendiri,True,Orang Tua,2009,Bogor,Keilmuan,True,4.0,FIKOM,Tepat Waktu
Rick Utterson,Wanita,Orang Tua,False,Mandiri,2009,Bogor,Keilmuan,True,7.0,FIKOM,Telat
Rick Warden,Pria,Kos,True,Orang Tua,2008,Bogor,Olahraga,False,4.0,FIKOM,Tepat Waktu
Rick Willis,Pria,Orang Tua,True,Orang Tua,2007,Jakarta,Kewirausahaan,False,4.0,FIKOM,Tepat Waktu
Rick Wood,Pria,Orang Tua,True,Orang Tua,2008,Bogor,Seni,True,5.5,DKV,Telat
Rick Yang,Pria,Sendiri,False,Mandiri,2007,Bekasi,Seni,True,6.0,FTI,Telat
Rick Yarwood,Wanita,Kos,True,Mandiri,2009,Serang,Kewirausahaan,False,6.5,FTI,Telat
Rihanna Butler,Pria,Sendiri,True,Mandiri,2008,Jakarta,Seni,True,3.5,DKV,Cepat
Rihanna Drake,Pria,Sendiri,True,Beasiswa,2007,Bogor,Olahraga,True,6.5,FTI,Telat
Rihanna Eaton,Pria,Sendiri,True,Beasiswa,2009,Tangerang,Kewirausahaan,False,3.5,FT,Cepat
Rihanna Edmonds,Pria,Sendiri,True,Mandiri,2009,Bekasi,Tidak,False,5.0,DKV,Telat
Rihanna Ellison,Pria,Sendiri,True,Beasiswa,2008,Serang,Olahraga,True,4.0,FTI,Tepat Waktu
Rihanna Fulton,Pria,Orang Tua,False,Orang Tua,2007,Karawang,Seni,False,4.0,FTI,Tepat Waktu
Rihanna Latham,Wanita,Kos,True,Mandiri,2007,Karawang,Tidak,False,4.5,FISIP,Telat
Rihanna Olson,Wanita,Kos,True,Beasiswa,2007,Jakarta,Olahraga,False,7.0,FISIP,Telat
Rihanna Preston,Wanita,Sendiri,False,Mandiri,2007,Jakarta,Kewirausahaan,False,6.5,FTI,Telat
Rihanna Rehman,Pria,Sendiri,False,Mandiri,2007,Jakarta,Tidak,True,5.5,FIKOM,Telat
Rihanna Richards,Wanita,Orang Tua,True,Orang Tua,2009,Serang,Tidak,True,6.5,FT,Telat
Rihanna Skinner,Wanita,Sendiri,False,Beasiswa,2008,Tangerang,Kewirausahaan,True,5.5,FT,Telat
Rihanna Stanley,Wanita,Orang Tua,False,Orang Tua,2009,Bekasi,Tidak,False,7.0,FTI,Telat
Rihanna Strong,Wanita,Orang Tua,True,Orang Tua,2007,Tangerang,Seni,False,5.5,FIKOM,Telat
Rihanna Stubbs,Pria,Kos,True,Orang Tua,2009,Bogor,Seni,False,6.5,DKV,Telat
Rihanna Wilde,Pria,Kos,True,Beasiswa,2007,Serang,Keilmuan,True,5.5,FIKOM,Telat
Rihanna Yarlett,Pria,Orang Tua,False,Orang Tua,2008,Bogor,Kewirausahaan,False,7.0,FISIP,Telat
Rita Collis,Wanita,Kos,False,Mandiri,2008,Bekasi,Kewirausahaan,False,6.0,DKV,Telat
Rita Dunbar,Wanita,Kos,False,Mandiri,2008,Bogor,Tidak,False,5.5,FTI,Telat
Rita Eagle,Wanita,Orang Tua,True,Mandiri,2009,Tangerang,Tidak,True,4.5,FISIP,Telat
Rita Furnell,Wanita,Kos,True,Orang Tua,2007,Serang,Seni,False,6.5,FIKOM,Telat
Rita Glynn,Wanita,Kos,True,Mandiri,2009,Karawang,Olahraga,True,4.0,FTI,Tepat Waktu
Rita Knight,Wanita,Orang Tua,True,Mandiri,2008,Tangerang,Olahraga,False,6.0,FTI,Telat
Rita Morrison,Pria,Sendiri,False,Orang Tua,2008,Bogor,Keilmuan,False,6.5,FT,Telat
Rita Robinson,Wanita,Sendiri,False,Orang Tua,2008,Bogor,Keilmuan,False,6.5,FTI,Telat
Rita Saunders,Pria,Orang Tua,False,Mandiri,2007,Tangerang,Tidak,False,4.5,FT,Telat
Rita Weatcroft,Wanita,Kos,True,Orang Tua,2009,Bogor,Keilmuan,True,3.5,FIKOM,Cepat
Rita Wilson,Wanita,Orang Tua,True,Mandiri,2008,Tangerang,Tidak,True,5.0,DKV,Telat
Rita Woodley,Pria,Orang Tua,True,Orang Tua,2008,Jakarta,Kewirausahaan,True,7.0,FISIP,Telat
Robyn Addley,Wanita,Orang Tua,True,Orang Tua,2008,Serang,Seni,True,4.5,FIKOM,Telat
Robyn Bennett,Wanita,Kos,False,Orang Tua,2007,Bogor,Olahraga,False,4.5,FT,Telat
Robyn Bradley,Wanita,Orang Tua,False,Beasiswa,2009,Jakarta,Keilmuan,False,5.0,FIKOM,Telat
Robyn Chappell,Pria,Orang Tua,True,Beasiswa,2008,Tangerang,Kewirausahaan,False,4.5,FISIP,Telat
Robyn Clifford,Wanita,Sendiri,False,Orang Tua,2008,Jakarta,Keilmuan,False,6.0,FT,Telat
Robyn Coll,Pria,Kos,True,Beasiswa,2008,Karawang,Seni,False,4.5,FT,Telat
Robyn Donnelly,Pria,Kos,True,Orang Tua,2007,Tangerang,Kewirausahaan,True,7.0,FT,Telat
Robyn Dyson,Pria,Sendiri,True,Beasiswa,2008,Tangerang,Olahraga,True,4.5,FT,Telat
Robyn Forth,Wanita,Orang Tua,False,Orang Tua,2009,Karawang,Keilmuan,True,5.5,FIKOM,Telat
Robyn Lindsay,Wanita,Orang Tua,False,Mandiri,2007,Tangerang,Keilmuan,True,6.5,DKV,Telat
Robyn Miller,Pria,Sendiri,False,Orang Tua,2008,Karawang,Kewirausahaan,True,6.0,FISIP,Telat
Robyn Moran,Pria,Kos,False,Beasiswa,2008,Bogor,Keilmuan,True,5.5,FT,Telat
Robyn Nicolas,Wanita,Kos,True,Mandiri,2007,Jakarta,Seni,True,6.0,FIKOM,Telat
Robyn Olson,Wanita,Orang Tua,True,Beasiswa,2008,Jakarta,Seni,True,4.5,FT,Telat
Robyn Roberts,Wanita,Kos,False,Mandiri,2009,Tangerang,Tidak,True,4.0,FIKOM,Tepat Waktu
Robyn Sheldon,Wanita,Kos,True,Orang Tua,2009,Karawang,Tidak,False,7.0,FTI,Telat
Robyn Slater,Wanita,Kos,False,Beasiswa,2008,Jakarta,Keilmuan,False,3.5,FT,Cepat
Robyn Stone,Wanita,Kos,False,Beasiswa,2007,Jakarta,Kewirausahaan,True,7.0,FISIP,Telat
Robyn Summers,Pria,Kos,True,Orang Tua,2007,Tangerang,Olahraga,False,6.0,FISIP,Telat
Robyn Tait,Wanita,Sendiri,False,Orang Tua,2008,Karawang,Tidak,False,5.5,DKV,Telat
Robyn Whatson,Pria,Orang Tua,True,Mandiri,2008,Jakarta,Keilmuan,False,5.5,FT,Telat
Rocco Allen,Wanita,Kos,False,Orang Tua,2009,Bogor,Keilmuan,True,6.0,FTI,Telat
Rocco Attwood,Wanita,Sendiri,True,Beasiswa,2007,Karawang,Keilmuan,True,4.0,FTI,Tepat Waktu
Rocco Benfield,Wanita,Kos,False,Orang Tua,2007,Serang,Olahraga,False,5.0,FISIP,Telat
Rocco Bradshaw,Pria,Sendiri,False,Orang Tua,2008,Jakarta,Keilmuan,True,6.5,FIKOM,Telat
Rocco Brock,Wanita,Orang Tua,True,Beasiswa,2008,Karawang,Keilmuan,False,7.0,FIKOM,Telat
Rocco Campbell,Wanita,Kos,False,Orang Tua,2009,Bekasi,Seni,False,6.0,FT,Telat
Rocco Carter,Wanita,Sendiri,True,Beasiswa,2008,Bogor,Seni,True,6.5,FIKOM,Telat
Rocco Chappell,Wanita,Sendiri,True,Orang Tua,2008,Karawang,Olahraga,False,4.5,DKV,Telat
Rocco Cobb,Wanita,Orang Tua,False,Orang Tua,2007,Tangerang,Keilmuan,True,4.5,FISIP,Telat
Rocco Crawley,Wanita,Sendiri,False,Orang Tua,2007,Tangerang,Kewirausahaan,True,6.0,FT,Telat
Rocco Downing,Wanita,Kos,True,Orang Tua,2007,Bekasi,Kewirausahaan,True,3.5,FT,Cepat
Rocco Driscoll,Pria,Orang Tua,False,Beasiswa,2007,Karawang,Tidak,False,5.5,FT,Telat
Rocco Ellery,Pria,Sendiri,False,Beasiswa,2008,Bekasi,Olahraga,False,4.0,FISIP,Tepat Waktu
Rocco Farmer,Wanita,Orang Tua,False,Orang Tua,2008,Bekasi,Tidak,False,6.5,DKV,Telat
Rocco Fisher,Wanita,Kos,True,Beasiswa,2007,Serang,Kewirausahaan,True,6.5,FT,Telat
Rocco Gates,Pria,Orang Tua,False,Mandiri,2008,Serang,Tidak,True,6.5,FIKOM,Telat
Rocco Gordon,Wanita,Kos,False,Mandiri,2007,Jakarta,Keilmuan,False,4.5,FTI,Telat
Rocco Hall,Wanita,Orang Tua,False,Beasiswa,2007,Bogor,Kewirausahaan,False,6.0,DKV,Telat
Rocco Hammond,Wanita,Orang Tua,False,Orang Tua,2007,Bekasi,Tidak,False,3.5,FT,Cepat
Rocco Hill,Wanita,Orang Tua,True,Mandiri,2008,Bogor,Seni,False,7.0,DKV,Telat
Rocco Hobbs,Pria,Sendiri,True,Mandiri,2007,Jakarta,Keilmuan,True,5.0,FT,Telat
Rocco Hobson,Pria,Orang Tua,True,Beasiswa,2009,Serang,Kewirausahaan,True,6.0,FTI,Telat
Rocco Ingram,Pria,Orang Tua,False,Beasiswa,2008,Jakarta,Kewirausahaan,True,5.0,FIKOM,Telat
Rocco Knight,Pria,Orang Tua,True,Mandiri,2008,Jakarta,Seni,False,5.0,FTI,Telat
Rocco Lane,Wanita,Orang Tua,True,Mandiri,2007,Tangerang,Seni,True,4.5,FIKOM,Telat
Rocco Lindop,Pria,Kos,False,Mandiri,2009,Serang,Seni,False,4.5,FTI,Telat
Rocco Logan,Pria,Sendiri,False,Beasiswa,2007,Karawang,Seni,True,4.5,FISIP,Telat
Rocco Lomax,Pria,Sendiri,True,Beasiswa,2008,Jakarta,Olahraga,True,3.5,FIKOM,Cepat
Rocco Mcgee,Wanita,Kos,True,Beasiswa,2007,Serang,Kewirausahaan,True,7.0,FISIP,Telat
Rocco Parker,Pria,Kos,False,Beasiswa,2008,Bekasi,Seni,False,4.0,FISIP,Tepat Waktu
Rocco Pratt,Pria,Orang Tua,True,Mandiri,2009,Tangerang,Kewirausahaan,False,3.5,FT,Cepat
Rocco Rainford,Wanita,Orang Tua,True,Orang Tua,2007,Jakarta,Seni,True,7.0,DKV,Telat
Rocco Randall,Pria,Kos,False,Mandiri,2009,Bogor,Tidak,True,6.0,FIKOM,Telat
Rocco Reyes,Wanita,Sendiri,True,Beasiswa,2009,Bogor,Tidak,False,7.0,FIKOM,Telat
Rocco Rixon,Pria,Sendiri,False,Mandiri,2007,Bogor,Olahraga,False,6.5,DKV,Telat
Rocco Rose,Wanita,Kos,True,Mandiri,2007,Karawang,Tidak,False,5.0,FTI,Telat
Rocco Rossi,Pria,Orang Tua,True,Beasiswa,2009,Karawang,Tidak,True,5.0,FTI,Telat
Rocco Samuel,Wanita,Sendiri,False,Beasiswa,2009,Karawang,Seni,True,4.0,FIKOM,Tepat Waktu
Rocco Savage,Wanita,Kos,True,Orang Tua,2008,Tangerang,Keilmuan,False,6.0,FT,Telat
Rocco Scott,Pria,Kos,False,Orang Tua,2009,Tangerang,Kewirausahaan,True,4.0,FT,Tepat Waktu
Rocco Skinner,Pria,Kos,True,Beasiswa,2008,Bogor,Kewirausahaan,True,5.0,FT,Telat
Rocco Snell,Wanita,Kos,False,Orang Tua,2008,Serang,Keilmuan,False,6.5,FTI,Telat
Rocco Spencer,Pria,Orang Tua,False,Beasiswa,2008,Tangerang,Keilmuan,True,6.5,FIKOM,Telat
Rocco Stewart,Pria,Orang Tua,False,Mandiri,2008,Bogor,Tidak,False,5.5,FIKOM,Telat
Rocco Swan,Wanita,Kos,False,Mandiri,2009,Karawang,Tidak,False,5.5,FIKOM,Telat
Rocco Thompson,Pria,Sendiri,True,Mandiri,2009,Serang,Seni,False,5.5,FTI,Telat
Rocco Walsh,Pria,Sendiri,True,Mandiri,2008,Tangerang,Olahraga,True,5.0,FIKOM,Telat
Rocco Ward,Pria,Kos,True,Beasiswa,2008,Tangerang,Keilmuan,False,6.5,FISIP,Telat
Rocco Whitmore,Wanita,Sendiri,True,Orang Tua,2008,Bekasi,Keilmuan,False,3.5,FISIP,Cepat
Rocco Wood,Pria,Orang Tua,True,Orang Tua,2007,Serang,Olahraga,True,5.5,FISIP,Telat
Rocco Woods,Pria,Kos,True,Mandiri,2007,Bekasi,Kewirausahaan,False,3.5,FTI,Cepat
Rocco Wright,Wanita,Orang Tua,False,Beasiswa,2007,Bogor,Keilmuan,True,6.0,FIKOM,Telat
Roger Allcott,Pria,Orang Tua,False,Mandiri,2007,Karawang,Seni,False,4.5,DKV,Telat
Roger Avery,Wanita,Sendiri,True,Orang Tua,2007,Jakarta,Keilmuan,False,5.5,FISIP,Telat
Roger Bayliss,Pria,Sendiri,False,Beasiswa,2009,Bogor,Kewirausahaan,True,4.0,DKV,Tepat Waktu
Roger Bradshaw,Pria,Sendiri,True,Mandiri,2009,Serang,Kewirausahaan,False,6.5,FTI,Telat
Roger Brennan,Wanita,Orang Tua,True,Beasiswa,2008,Serang,Tidak,True,4.5,FIKOM,Telat
Roger Clifford,Pria,Kos,True,Beasiswa,2009,Tangerang,Olahraga,True,6.0,DKV,Telat
Roger Dillon,Pria,Orang Tua,True,Mandiri,2008,Serang,Seni,True,4.5,FT,Telat
Roger Donnelly,Pria,Orang Tua,False,Beasiswa,2008,Bogor,Olahraga,False,6.0,FISIP,Telat
Roger Donovan,Pria,Orang Tua,True,Mandiri,2009,Karawang,Seni,True,4.5,FISIP,Telat
Roger Edmonds,Wanita,Kos,True,Beasiswa,2008,Bogor,Keilmuan,False,4.5,FISIP,Telat
Roger Flynn,Pria,Orang Tua,True,Orang Tua,2008,Bekasi,Tidak,True,6.5,DKV,Telat
Roger Fox,Wanita,Kos,False,Mandiri,2009,Tangerang,Kewirausahaan,True,6.0,FISIP,Telat
Roger Gilmore,Wanita,Kos,True,Beasiswa,2007,Tangerang,Seni,True,6.0,FT,Telat
Roger Gordon,Wanita,Orang Tua,False,Beasiswa,2009,Serang,Olahraga,False,4.5,FT,Telat
Roger Grady,Wanita,Orang Tua,True,Beasiswa,2007,Tangerang,Tidak,False,4.0,FTI,Tepat Waktu
Roger Hancock,Pria,Sendiri,True,Mandiri,2009,Serang,Tidak,False,7.0,FIKOM,Telat
Roger Hudson,Wanita,Orang Tua,True,Orang Tua,2007,Bekasi,Seni,True,6.0,FIKOM,Telat
Roger Ingham,Pria,Sendiri,False,Mandiri,2008,Bogor,Tidak,False,7.0,FISIP,Telat
Roger Isaac,Wanita,Sendiri,False,Mandiri,2008,Bogor,Kewirausahaan,True,4.5,FISIP,Telat
Roger James,Wanita,Sendiri,False,Orang Tua,2009,Serang,Keilmuan,True,7.0,FIKOM,Telat
Roger Kelly,Pria,Kos,True,Orang Tua,2007,Tangerang,Olahraga,False,5.5,FIKOM,Telat
Roger Kennedy,Wanita,Kos,False,Orang Tua,2008,Karawang,Keilmuan,False,6.0,FTI,Telat
Roger Lloyd,Pria,Orang Tua,True,Orang Tua,2007,Bekasi,Keilmuan,True,4.0,FISIP,Tepat Waktu
Roger Martin,Pria,Orang Tua,False,Mandiri,2008,Jakarta,Kewirausahaan,True,7.0,FISIP,Telat
Roger Mcguire,Pria,Orang Tua,False,Beasiswa,2009,Bekasi,Kewirausahaan,True,6.5,FTI,Telat
Roger Mcleod,Wanita,Orang Tua,True,Mandiri,2009,Serang,Seni,False,3.5,FIKOM,Cepat
Roger Miller,Wanita,Sendiri,False,Beasiswa,2008,Tangerang,Tidak,True,7.0,FT,Telat
Roger Moore,Wanita,Orang Tua,False,Mandiri,2009,Serang,Kewirausahaan,True,7.0,FT,Telat
